-3.660848364233970642e-03,-3.201698884367942810e-02,8.191142678260803223e-01,-2.338258549571037292e-02,3.265758603811264038e-02,6.724162101745605469e-01,7.390826344490051270e-01,-1.013989895582199097e-01,5.395078286528587341e-02,1.674564778804779053e-01,1.266263574361801147e-01,-2.554126977920532227e-01,-2.739106677472591400e-02,-1.520904749631881714e-01,-3.065938875079154968e-02,-1.373743712902069092e-01,1.822860389947891235e-01,-2.830088138580322266e-01,-3.660375252366065979e-02,1.229579653590917587e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.243337482213973999e-02,1.270652413368225098e-01,-4.506364762783050537e-01,-3.403174579143524170e-01,-6.529481709003448486e-02,7.633979618549346924e-02,-2.359355390071868896e-01,4.221793711185455322e-01,-5.546683669090270996e-01,-1.051042303442955017e-01
-3.714225487783551216e-03,-3.202012553811073303e-02,8.190479278564453125e-01,-2.578997425734996796e-02,3.562081605195999146e-02,6.722207665443420410e-01,7.390434741973876953e-01,-1.104114875197410583e-01,5.386151373386383057e-02,1.678232252597808838e-01,1.304458677768707275e-01,-2.582471072673797607e-01,-2.733177877962589264e-02,-1.613591462373733521e-01,-3.142474591732025146e-02,-1.367979496717453003e-01,1.867150068283081055e-01,-2.864510118961334229e-01,-3.625724837183952332e-02,9.378595277667045593e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.099491149187088013e-02,1.225308850407600403e-01,-4.581081271171569824e-01,-3.341658413410186768e-01,-6.787505000829696655e-02,6.954358518123626709e-02,-2.376741617918014526e-01,4.247263967990875244e-01,-5.550019741058349609e-01,-1.075762361288070679e-01
-3.735053120180964470e-03,-3.191072121262550354e-02,8.190299868583679199e-01,-2.672790549695491791e-02,3.680165484547615051e-02,6.721864342689514160e-01,7.389835119247436523e-01,-1.132453754544258118e-01,5.367160961031913757e-02,1.679428368806838989e-01,1.307749897241592407e-01,-2.587919831275939941e-01,-2.725259214639663696e-02,-1.644494831562042236e-01,-3.171374276280403137e-02,-1.366006582975387573e-01,1.876142621040344238e-01,-2.873859703540802002e-01,-3.599436581134796143e-02,6.110098212957382202e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.386164903640747070e-02,1.186883002519607544e-01,-4.644635617733001709e-01,-3.292885720729827881e-01,-7.213474810123443604e-02,6.667604297399520874e-02,-2.386148273944854736e-01,4.267663955688476562e-01,-5.544751286506652832e-01,-1.088990345597267151e-01
-3.744469489902257919e-03,-3.177019953727722168e-02,8.190355896949768066e-01,-2.713267318904399872e-02,3.734484687447547913e-02,6.721891760826110840e-01,7.389390468597412109e-01,-1.142112687230110168e-01,5.349114909768104553e-02,1.680098623037338257e-01,1.305950880050659180e-01,-2.588555514812469482e-01,-2.713059633970260620e-02,-1.656862497329711914e-01,-3.189409151673316956e-02,-1.365067809820175171e-01,1.878238171339035034e-01,-2.876659035682678223e-01,-3.578148409724235535e-02,2.629291964694857597e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.450993150472640991e-02,1.152274310588836670e-01,-4.703102707862854004e-01,-3.252432048320770264e-01,-7.671224325895309448e-02,6.531632691621780396e-02,-2.393158674240112305e-01,4.287714362144470215e-01,-5.536489486694335938e-01,-1.097741797566413879e-01
-3.788512665778398514e-03,-3.147253021597862244e-02,8.190628886222839355e-01,-2.734599262475967407e-02,3.765999153256416321e-02,6.721717715263366699e-01,7.389310002326965332e-01,-1.145795956254005432e-01,5.330951139330863953e-02,1.681260019540786743e-01,1.304108947515487671e-01,-2.587815821170806885e-01,-2.692770771682262421e-02,-1.659998446702957153e-01,-3.204965218901634216e-02,-1.364557594060897827e-01,1.876083612442016602e-01,-2.878244519233703613e-01,-3.559392690658569336e-02,-9.791323682293295860e-04,0.000000000000000000e+00,0.000000000000000000e+00,-8.419354259967803955e-02,1.120747029781341553e-01,-4.758661687374114990e-01,-3.220515549182891846e-01,-8.109929412603378296e-02,6.439625471830368042e-02,-2.398086488246917725e-01,4.308068156242370605e-01,-5.522746443748474121e-01,-1.102025657892227173e-01
-3.849437925964593887e-03,-3.135121241211891174e-02,8.190800547599792480e-01,-2.746236138045787811e-02,3.790151327848434448e-02,6.721240282058715820e-01,7.389577627182006836e-01,-1.148455888032913208e-01,5.310171470046043396e-02,1.683105379343032837e-01,1.305194944143295288e-01,-2.587066292762756348e-01,-2.658497355878353119e-02,-1.665759533643722534e-01,-3.228494152426719666e-02,-1.364299505949020386e-01,1.877332031726837158e-01,-2.877932190895080566e-01,-3.549817204475402832e-02,-4.804422147572040558e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.323595672845840454e-02,1.090627759695053101e-01,-4.814274907112121582e-01,-3.197002708911895752e-01,-8.500711619853973389e-02,6.349176913499832153e-02,-2.400978058576583862e-01,4.329561591148376465e-01,-5.501787066459655762e-01,-1.100222244858741760e-01
-3.879553871229290962e-03,-3.108077310025691986e-02,8.191102743148803711e-01,-2.756877429783344269e-02,3.809718787670135498e-02,6.720386147499084473e-01,7.390214204788208008e-01,-1.152605563402175903e-01,5.296939238905906677e-02,1.685719341039657593e-01,1.311464458703994751e-01,-2.587774991989135742e-01,-2.614330872893333435e-02,-1.664579808712005615e-01,-3.246311098337173462e-02,-1.364321708679199219e-01,1.873430758714675903e-01,-2.878884077072143555e-01,-3.538456931710243225e-02,-8.734179660677909851e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.187621086835861206e-02,1.062308549880981445e-01,-4.870498478412628174e-01,-3.179960548877716064e-01,-8.848164975643157959e-02,6.245952844619750977e-02,-2.401499450206756592e-01,4.351786375045776367e-01,-5.474902987480163574e-01,-1.093682199716567993e-01
-3.961706534028053284e-03,-3.079003095626831055e-02,8.191372156143188477e-01,-2.763673104345798492e-02,3.829073160886764526e-02,6.719494462013244629e-01,7.390899658203125000e-01,-1.149154752492904663e-01,5.263378471136093140e-02,1.688515543937683105e-01,1.303700357675552368e-01,-2.582435607910156250e-01,-2.570610865950584412e-02,-1.667915880680084229e-01,-3.273569792509078979e-02,-1.364335864782333374e-01,1.873403638601303101e-01,-2.878429591655731201e-01,-3.534704819321632385e-02,-1.261949352920055389e-02,0.000000000000000000e+00,0.000000000000000000e+00,-8.039208501577377319e-02,1.037200540304183960e-01,-4.923923909664154053e-01,-3.168931007385253906e-01,-9.175398945808410645e-02,6.124941632151603699e-02,-2.400028556585311890e-01,4.372940659523010254e-01,-5.442373156547546387e-01,-1.085270121693611145e-01
-4.038526210933923721e-03,-3.066776134073734283e-02,8.191586732864379883e-01,-2.768937684595584869e-02,3.843746334314346313e-02,6.718305349349975586e-01,7.391884922981262207e-01,-1.149440929293632507e-01,5.241997167468070984e-02,1.691391617059707642e-01,1.305094659328460693e-01,-2.581469714641571045e-01,-2.539176307618618011e-02,-1.667245775461196899e-01,-3.295045346021652222e-02,-1.363629847764968872e-01,1.871442943811416626e-01,-2.879675626754760742e-01,-3.529228270053863525e-02,-1.616225019097328186e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.902440428733825684e-02,1.017891392111778259e-01,-4.970479607582092285e-01,-3.163213729858398438e-01,-9.514749795198440552e-02,5.987120419740676880e-02,-2.395752370357513428e-01,4.391573369503021240e-01,-5.404784679412841797e-01,-1.078191250562667847e-01
-4.101352766156196594e-03,-3.060830570757389069e-02,8.191773891448974609e-01,-2.772467769682407379e-02,3.855416178703308105e-02,6.716657876968383789e-01,7.393307685852050781e-01,-1.146429404616355896e-01,5.215920880436897278e-02,1.694860458374023438e-01,1.301390528678894043e-01,-2.579904496669769287e-01,-2.527152001857757568e-02,-1.665907204151153564e-01,-3.314904868602752686e-02,-1.361730992794036865e-01,1.869237273931503296e-01,-2.881311178207397461e-01,-3.528555855154991150e-02,-1.943130791187286377e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.782799005508422852e-02,1.005110889673233032e-01,-5.008834004402160645e-01,-3.164076805114746094e-01,-9.887217730283737183e-02,5.821460857987403870e-02,-2.387918084859848022e-01,4.407629370689392090e-01,-5.360429883003234863e-01,-1.073623076081275940e-01
-4.190785344690084457e-03,-3.056660108268260956e-02,8.191695809364318848e-01,-2.771670557558536530e-02,3.862366452813148499e-02,6.714561581611633301e-01,7.395178079605102539e-01,-1.144711673259735107e-01,5.195473507046699524e-02,1.698903143405914307e-01,1.303269267082214355e-01,-2.581514716148376465e-01,-2.528754994273185730e-02,-1.666238605976104736e-01,-3.334959596395492554e-02,-1.358695328235626221e-01,1.869535446166992188e-01,-2.882855534553527832e-01,-3.534642606973648071e-02,-2.250271663069725037e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.665680348873138428e-02,9.973294287919998169e-02,-5.040386915206909180e-01,-3.171122372150421143e-01,-1.028387844562530518e-01,5.633430182933807373e-02,-2.377025634050369263e-01,4.422222971916198730e-01,-5.309174656867980957e-01,-1.070318743586540222e-01
-4.313061013817787170e-03,-3.010823205113410950e-02,8.191815018653869629e-01,-2.770824916660785675e-02,3.868295252323150635e-02,6.712623238563537598e-01,7.396910190582275391e-01,-1.139251515269279480e-01,5.167887732386589050e-02,1.702702492475509644e-01,1.297612339258193970e-01,-2.580054104328155518e-01,-2.531548216938972473e-02,-1.664612889289855957e-01,-3.353945165872573853e-02,-1.355706453323364258e-01,1.868841201066970825e-01,-2.884902060031890869e-01,-3.538171574473381042e-02,-2.524109557271003723e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.559691369533538818e-02,9.931333363056182861e-02,-5.065343379974365234e-01,-3.182124793529510498e-01,-1.068930700421333313e-01,5.431174114346504211e-02,-2.364327460527420044e-01,4.435297250747680664e-01,-5.254467725753784180e-01,-1.067403033375740051e-01
-4.404829815030097961e-03,-2.986752614378929138e-02,8.191596865653991699e-01,-2.770412527024745941e-02,3.874338790774345398e-02,6.711386442184448242e-01,7.398002147674560547e-01,-1.138101965188980103e-01,5.146791040897369385e-02,1.704986989498138428e-01,1.298136264085769653e-01,-2.580141425132751465e-01,-2.523764409124851227e-02,-1.667200028896331787e-01,-3.374621272087097168e-02,-1.353380978107452393e-01,1.872051954269409180e-01,-2.885453999042510986e-01,-3.537512198090553284e-02,-2.748786099255084991e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.472287118434906006e-02,9.909198433160781860e-02,-5.084006190299987793e-01,-3.193999528884887695e-01,-1.108865663409233093e-01,5.232947692275047302e-02,-2.351303696632385254e-01,4.446683824062347412e-01,-5.200290679931640625e-01,-1.064070761203765869e-01
-4.487532190978527069e-03,-2.985086478292942047e-02,8.191520571708679199e-01,-2.773231454193592072e-02,3.882726281881332397e-02,6.711090803146362305e-01,7.398216128349304199e-01,-1.142408996820449829e-01,5.134069919586181641e-02,1.705288290977478027e-01,1.305402815341949463e-01,-2.582161426544189453e-01,-2.500336058437824249e-02,-1.668909937143325806e-01,-3.393709287047386169e-02,-1.352134793996810913e-01,1.875376105308532715e-01,-2.886569499969482422e-01,-3.522825613617897034e-02,-2.918009087443351746e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.417569309473037720e-02,9.911325573921203613e-02,-5.095883011817932129e-01,-3.206112980842590332e-01,-1.149664148688316345e-01,5.040748417377471924e-02,-2.339048832654953003e-01,4.455467462539672852e-01,-5.146896839141845703e-01,-1.060249581933021545e-01
-4.562696907669305801e-03,-2.987381815910339355e-02,8.191579580307006836e-01,-2.774964272975921631e-02,3.897255659103393555e-02,6.711671352386474609e-01,7.397606372833251953e-01,-1.140574514865875244e-01,5.098393931984901428e-02,1.704025119543075562e-01,1.297073215246200562e-01,-2.576735913753509521e-01,-2.466145902872085571e-02,-1.674770414829254150e-01,-3.423467651009559631e-02,-1.351879537105560303e-01,1.882200539112091064e-01,-2.886625826358795166e-01,-3.502913564443588257e-02,-3.046564199030399323e-02,0.000000000000000000e+00,0.000000000000000000e+00,-7.395908236503601074e-02,9.932641685009002686e-02,-5.100936293601989746e-01,-3.219435214996337891e-01,-1.191673725843429565e-01,4.850229248404502869e-02,-2.327481359243392944e-01,4.461517035961151123e-01,-5.093368291854858398e-01,-1.056083738803863525e-01
