Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
21,-0.010872894898056984,2.3325693607330322,77.75687408447266,-0.4890959046902535,-2.1004790947183127,-90.09237341855287,1.3207963,6.3253756,16.685413,15.092958,-15.6187105,-4.7191873,0.6100677,-5.625696,-8.468529,16.591738,-15.589324,6.8645926,-3.50111,-0.38001916,10.139259,-9.275547,20.48179,-45.433388,53.77943,25.905727,0.003992618,4.5430956,-11.212342,-18.585682,44.473038,48.541576,-12.088513,1.2800448,-0.29517058
22,-0.009772956371307373,2.3418314456939697,77.75947570800781,-0.492360604756883,-1.908926955559015,-90.24159605264784,1.1363186,6.366489,16.837175,15.11346,-15.652557,-4.771227,0.3345893,-5.5919724,-8.33534,16.62406,-15.575875,6.898424,-3.4606183,-0.38852236,10.04311,-8.994956,21.610157,-45.463493,51.148262,26.682661,0.7903443,4.986617,-11.280963,-19.705118,45.011135,45.549973,-13.1491,1.5940136,-0.9085495
23,-0.007527921814471483,2.338712692260742,77.76432037353516,-0.5006744864125264,-1.672025328534635,-90.38722824103493,0.892488,6.4146976,16.98426,15.148696,-15.682937,-4.821859,0.0130626615,-5.553245,-8.208885,16.647415,-15.5494795,6.9307528,-3.4274654,-0.3851873,9.91583,-8.521521,22.856579,-45.294018,48.20544,27.4216,1.5427724,5.3822865,-11.179243,-20.94462,45.378223,42.310028,-14.023535,1.8862302,-1.5642394
24,-0.004923587199300528,2.3273324966430664,77.77217102050781,-0.5187767803062814,-1.379879912939325,-90.52161868057738,0.5475088,6.481741,17.114573,15.25504,-15.730606,-4.870174,-0.37142566,-5.507118,-8.093852,16.672993,-15.516546,6.968148,-3.402981,-0.36841303,9.772227,-7.8385468,24.21535,-44.918903,45.065403,28.092562,2.1402776,5.693087,-10.838344,-22.295631,45.438553,38.888653,-14.693469,2.0912955,-2.1660435
25,-0.0031475508585572243,2.3248865604400635,77.77582550048828,-0.547843340943133,-1.0205343419988362,-90.64227070626288,0.09097106,6.568733,17.226877,15.423359,-15.790493,-4.923585,-0.81774545,-5.449632,-7.9947753,16.67096,-15.467335,7.0221715,-3.3865952,-0.33918095,9.594361,-6.958363,25.692448,-44.313427,41.692387,28.679047,2.5031755,5.8909926,-10.257464,-23.762709,45.11832,35.22444,-15.118221,2.224056,-2.6337795
26,-0.00024915440008044243,2.335333824157715,77.77597045898438,-0.5851818238887205,-0.6031537797638945,-90.75358641769529,-0.45635912,6.6696653,17.326536,15.636674,-15.856379,-4.979407,-1.31737,-5.383515,-7.9082437,16.645416,-15.401722,7.0860944,-3.3731928,-0.30206335,9.388667,-5.8634615,27.294018,-43.4606,38.019787,29.203617,2.710813,6.003356,-9.448988,-25.356014,44.4677,31.279564,-15.326257,2.3051698,-3.0374916
27,0.004862307570874691,2.3381974697113037,77.7763900756836,-0.6284802975984077,-0.1494367776768524,-90.85844439218542,-1.0801771,6.7835374,17.412195,15.917487,-15.943355,-5.021605,-1.8749993,-5.3158503,-7.827158,16.655716,-15.342306,7.1388617,-3.3572829,-0.26006696,9.210956,-4.5012383,29.002232,-42.362587,34.12899,29.686197,2.8783834,6.0814996,-8.365639,-27.065767,43.530243,27.16702,-15.396982,2.272622,-3.5123858
28,0.008612259291112423,2.3417704105377197,77.77384948730469,-0.6746410888216029,0.3189467382300596,-90.95984106656512,-1.7791317,6.9135423,17.480732,16.315952,-16.071299,-5.0338993,-2.5025678,-5.2544336,-7.7438793,16.775297,-15.314243,7.159174,-3.3306298,-0.21618532,9.114305,-2.8303833,30.777637,-41.02392,30.130665,30.145065,3.1203823,6.18134,-6.961589,-28.866102,42.3434,23.021572,-15.410988,2.0643897,-4.196715
29,0.016655543819069862,2.344583511352539,77.76506805419922,-0.725288010055813,0.8096977476582671,-91.06017147074749,-2.553677,7.0609155,17.533167,16.817682,-16.242327,-5.019148,-3.1953073,-5.1951084,-7.659551,16.978477,-15.307423,7.1542273,-3.284578,-0.16342056,9.084065,-0.8436364,32.585842,-39.4187,26.063547,30.630726,3.4704754,6.3004246,-5.2193832,-30.742147,40.89733,18.871983,-15.324714,1.6119064,-5.182854
30,0.02193363383412361,2.3407962322235107,77.75739288330078,-0.7800076635850175,1.3301386478310562,-91.15739865952474,-3.4113626,7.2259164,17.568647,17.42023,-16.449951,-4.982774,-3.9524624,-5.1354637,-7.5773535,17.246902,-15.316355,7.1306677,-3.2195113,-0.10187682,9.112766,1.4595679,34.404293,-37.507343,21.87369,31.115643,3.863642,6.4215636,-3.1150305,-32.68095,39.11943,14.631038,-15.123078,0.95686924,-6.3820395
31,0.032802827656269073,2.358720541000366,77.73454284667969,-0.8375458236633273,1.859325208199429,-91.2477194075,-4.336626,7.404162,17.583776,18.133179,-16.69431,-4.912717,-4.783951,-5.082226,-7.4935126,17.64615,-15.367155,7.0659533,-3.1381361,-0.041801523,9.261649,4.1031265,36.196487,-35.286003,17.552114,31.491657,4.2649565,6.584228,-0.58225256,-34.63975,36.944107,10.280392,-14.925384,0.20056869,-7.6679406
32,0.04632026329636574,2.3806893825531006,77.7048110961914,-0.8937764685165908,2.376715473515681,-91.32711346756653,-5.3167834,7.592298,17.574778,18.971115,-16.976648,-4.7966805,-5.702479,-5.041657,-7.4039125,18.246752,-15.489065,6.937164,-3.0460536,0.011160154,9.582976,7.1001267,37.90887,-32.769527,13.1187,31.641188,4.638178,6.8330426,2.4375443,-36.543198,34.317097,5.8386602,-14.837239,-0.5513234,-8.922898
33,0.053237948566675186,2.3958475589752197,77.66339111328125,-0.9487325259873571,2.889642903996152,-91.39171459795219,-6.361553,7.788887,17.53262,19.932575,-17.2878,-4.6156535,-6.7192044,-5.013858,-7.3069043,19.054564,-15.679397,6.729184,-2.9484203,0.06757891,10.057249,10.46451,39.48479,-29.978128,8.585675,31.445913,5.051228,7.2483664,5.9614263,-38.307888,31.235426,1.3917046,-14.855783,-1.3433124,-10.270177
34,0.07277171313762665,2.4227895736694336,77.61018371582031,-1.0041316809306386,3.405649632515002,-91.44482108407905,-7.4723263,7.9944644,17.460924,21.006323,-17.628511,-4.3797374,-7.8256416,-4.994865,-7.20427,20.035349,-15.926149,6.4557657,-2.8461134,0.13756308,10.638602,14.174814,40.860474,-26.926311,4.015489,30.96879,5.4933214,7.8065577,9.922012,-39.852013,27.744625,-2.9782853,-14.900975,-2.2064512,-11.744907
35,0.08492311835289001,2.4623868465423584,77.54386138916016,-1.0579393507614525,3.9042236003290656,-91.49298868452894,-8.622106,8.209155,17.37501,22.189322,-18.013285,-4.120527,-8.996669,-4.985068,-7.0972424,21.182716,-16.235172,6.1368113,-2.7505355,0.21745633,11.309743,18.116539,41.945282,-23.689054,-0.40189162,30.348413,5.8131437,8.399445,14.218893,-41.06382,23.930384,-7.206198,-14.957816,-3.0096588,-13.106949
36,0.1025337353348732,2.511110782623291,77.45687103271484,-1.1078466229849349,4.364142889606692,-91.54274273446352,-9.784971,8.433671,17.289814,23.483206,-18.458473,-3.8696072,-10.207536,-4.9858727,-6.9862614,22.492138,-16.613392,5.79237,-2.6706855,0.29815134,12.021074,22.09946,42.62919,-20.418707,-4.3924603,29.751322,5.8684926,8.914369,18.596243,-41.815735,19.990202,-11.083726,-14.992983,-3.6227376,-14.111624
37,0.11761505156755447,2.564699649810791,77.34774017333984,-1.1486656144629803,4.764982016706374,-91.59578980205755,-10.922219,8.659712,17.211597,24.85621,-18.954565,-3.63227,-11.431026,-5.0031967,-6.8713493,23.955103,-17.061533,5.3994613,-2.6300604,0.36146423,12.712964,25.961113,42.818947,-17.266968,-7.703602,29.191786,5.4933596,9.312586,22.775606,-41.98945,16.118502,-14.325834,-15.020772,-3.9621549,-14.544283
38,0.13827162981033325,2.6190614700317383,77.21855163574219,-1.1807377746397127,5.1217034473954755,-91.64850106251589,-12.053911,8.886625,17.130896,26.311798,-19.492435,-3.3907974,-12.678879,-5.036539,-6.7494707,25.560589,-17.571758,4.955029,-2.6340501,0.39729762,13.317967,29.536053,42.48589,-14.382524,-10.222957,28.671125,4.8175244,9.645464,26.481613,-41.542015,12.540708,-16.69091,-15.106675,-4.109788,-14.565835
39,0.15716062486171722,2.69003963470459,77.06449127197266,-1.2112749077269542,5.4656169098125735,-91.6995418975901,-13.232612,9.129326,17.043272,27.88527,-20.085327,-3.1468494,-13.987933,-5.0771937,-6.61829,27.30692,-18.131655,4.509853,-2.6592948,0.40904355,13.815924,32.59031,41.680832,-11.889449,-11.900638,28.32665,4.1395874,9.92104,29.506744,-40.5409,9.439788,-18.112736,-15.304901,-4.190319,-14.476873
40,0.170562282204628,2.775496482849121,76.87728118896484,-1.2495762073551762,5.828802115250963,-91.74789045161418,-14.514703,9.403431,16.942057,29.617996,-20.748331,-2.9018404,-15.39401,-5.114478,-6.477171,29.189543,-18.732391,4.11498,-2.6738489,0.4137735,14.233637,35.03263,40.50237,-9.805479,-12.838335,28.27061,3.7548878,10.155072,31.845732,-39.128166,6.840124,-18.71151,-15.627361,-4.3239474,-14.589811
41,0.18728336691856384,2.8671133518218994,76.65636444091797,-1.2976854891079972,6.1894370132509255,-91.79914015888606,-15.871937,9.710813,16.821714,31.509161,-21.504595,-2.6524713,-16.885517,-5.140397,-6.3123083,31.232992,-19.38213,3.770382,-2.6588454,0.4220319,14.648586,36.991455,39.021053,-8.058469,-13.201609,28.546652,3.789034,10.319148,33.71981,-37.413948,4.624617,-18.62786,-16.064327,-4.5621247,-15.024064
42,0.20471036434173584,2.9691684246063232,76.38905334472656,-1.3524136984993782,6.540996962221192,-91.85201368212303,-17.29159,10.044818,16.683165,33.544754,-22.34205,-2.399227,-18.453321,-5.161483,-6.128731,33.437107,-20.086031,3.4520986,-2.6289468,0.4340757,15.08883,38.605938,37.27886,-6.557061,-13.087523,29.079952,4.0612526,10.404669,35.282333,-35.458454,2.6572049,-18.027428,-16.59103,-4.8336544,-15.59892
43,0.21893146634101868,3.0879340171813965,76.06903076171875,-1.4144426162902368,6.9388403746550615,-91.89518768974364,-18.854622,10.409464,16.528502,35.74915,-23.223988,-2.1502113,-20.1388,-5.188269,-5.9550076,35.765766,-20.830711,3.1742437,-2.6129692,0.46013612,15.510742,39.81991,35.341576,-5.253482,-12.495366,29.763214,4.4068637,10.466497,36.486404,-33.335186,0.89701307,-17.09211,-17.166016,-5.071975,-16.19597
44,0.23005104064941406,3.2093358039855957,75.70164489746094,-1.4853979802421136,7.4382532088445545,-91.91763811175815,-20.643959,10.809934,16.35964,38.150753,-24.11629,-1.9099216,-21.986113,-5.233,-5.81974,38.189617,-21.605692,2.950093,-2.6405747,0.508412,15.861044,40.57603,33.281796,-4.0963907,-11.41377,30.479181,4.6649523,10.569529,37.267845,-31.117094,-0.68555003,-15.982169,-17.739143,-5.211702,-16.701565
