Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
33,2.7834627628326416,5.125478267669678,77.99458312988281,3.3258602793460508,2.510312717327274,-85.87929786881668,-4.923612,-0.3143495,5.916895,12.913114,-11.248852,-3.312434,-19.860546,-16.649652,-9.586817,50.350044,-13.830304,9.062867,-3.312907,-7.3385367,15.883816,3.2283936,23.153265,-30.18036,25.260653,-26.794395,-3.4016638,7.041809,-1.9337679,-10.760808,17.396086,44.129974,-7.194055,-8.2651825,-6.99161
34,2.7748520374298096,5.3024749755859375,77.82127380371094,3.6648304928713644,2.3864444535435623,-85.42410787974939,-5.904736,-0.73256123,5.589637,14.749311,-11.987356,-3.2481897,-21.385086,-17.278965,-9.272051,55.1447,-14.484221,8.504441,-2.9950838,-7.792781,16.667667,3.52522,23.3311,-28.315365,22.309555,-26.658775,-3.467414,7.7732024,-1.4800823,-11.016522,17.721363,44.12805,-5.5098104,-8.938209,-7.6654534
35,2.7498040199279785,5.464977264404297,77.61576843261719,3.994018900452685,2.259397170709091,-84.93178407322885,-6.9934654,-1.1362749,5.2419844,16.822594,-12.829434,-3.188255,-22.806438,-17.80838,-8.929948,60.008686,-15.184184,7.903605,-2.5945954,-8.2054,17.413954,3.6699283,23.426096,-26.574675,19.439072,-26.053896,-3.4487119,8.565794,-0.91375256,-11.317274,18.158201,44.191395,-3.857513,-9.544232,-8.301848
36,2.718797206878662,5.614344596862793,77.38651275634766,4.283468155094526,2.0887584881008316,-84.42908426240702,-8.113882,-1.4950254,4.890464,19.076681,-13.734065,-3.1239302,-23.992386,-18.22039,-8.683142,64.76415,-15.812355,7.32286,-2.1065657,-8.552914,18.177036,3.6592066,23.42131,-24.917301,16.726517,-25.5132,-3.4847648,9.327002,-0.27691117,-11.666908,18.755325,44.315357,-2.510203,-9.972347,-8.785095
37,2.6875972747802734,5.750350475311279,77.12791442871094,4.495203897393034,1.877838487538536,-83.90679809916168,-9.314985,-1.7799871,4.5187025,21.597933,-14.722407,-3.0452516,-24.928513,-18.502,-8.583043,69.43614,-16.354794,6.7431073,-1.5349438,-8.783049,18.948078,3.432081,23.311935,-23.360071,14.233866,-25.050282,-3.612221,10.055549,0.41865173,-12.079248,19.524582,44.54157,-1.5344526,-10.167534,-9.166081
38,2.6495492458343506,5.875295639038086,76.83548736572266,4.644491648309529,1.6447842696769266,-83.35588191362625,-10.604162,-2.0132208,4.1231103,24.359558,-15.794286,-2.9662886,-25.667988,-18.66562,-8.570338,74.11567,-16.880514,6.1371336,-0.88818246,-8.901139,19.699236,3.0005097,23.10384,-21.904497,11.921136,-24.412722,-3.752665,10.791938,1.1925733,-12.564328,20.438007,44.8629,-0.783452,-10.189235,-9.491249
39,2.6039681434631348,5.9841132164001465,76.50676727294922,4.78514885730774,1.370566704026608,-82.80400189650453,-11.850206,-2.24135,3.74015,27.153204,-16.880598,-2.9156218,-26.179354,-18.733295,-8.602244,78.72434,-17.395117,5.562574,-0.1678608,-8.974776,20.459547,2.4602737,22.791985,-20.485638,9.718166,-23.736553,-3.8873837,11.507625,2.0485709,-13.11137,21.488466,45.19881,-0.20854592,-10.089274,-9.641811
40,2.5471878051757812,6.061859607696533,76.1525650024414,4.975412474228664,1.035020125653705,-82.27978223054009,-12.923562,-2.5116801,3.408918,29.776228,-17.919287,-2.9202425,-26.434927,-18.716589,-8.638842,83.179985,-17.899149,5.0875936,0.6231184,-9.082588,21.257483,1.9012859,22.363928,-19.03776,7.5655527,-23.1583,-4.0018315,12.173469,2.9763403,-13.698485,22.67666,45.4873,0.2336459,-9.918688,-9.499803
41,2.470808267593384,6.135717868804932,75.76338958740234,5.23006577037126,0.6004494812514669,-81.80582284903323,-13.771108,-2.8330958,3.1564088,32.21624,-18.905918,-2.9911096,-26.395184,-18.598402,-8.680808,87.5135,-18.400404,4.6991334,1.5238332,-9.244282,22.134851,1.3183663,21.801104,-17.519836,5.4398484,-22.722898,-4.093483,12.7623,3.9662843,-14.320453,24.043343,45.75672,0.49022943,-9.646028,-8.997471
42,2.4014089107513428,6.183987617492676,75.35401916503906,5.517683347602426,0.08754946969591616,-81.36383737519763,-14.46882,-3.1854372,2.9605153,34.57069,-19.872162,-3.1174965,-26.077425,-18.35309,-8.759103,91.75819,-18.899376,4.389586,2.5154357,-9.411878,23.059755,0.65776944,21.104555,-15.958518,3.3915963,-22.34589,-4.172271,13.293014,4.9996314,-14.982502,25.582148,46.056396,0.5513222,-9.257608,-8.215587
43,2.316389322280884,6.211210250854492,74.92277526855469,5.828940037934617,-0.4366943107376398,-80.92267269231925,-15.0874195,-3.5679486,2.7869177,36.81413,-20.815546,-3.2901912,-25.5468,-17.96713,-8.885588,95.83296,-19.381405,4.2478933,3.5128503,-9.574117,23.955812,-0.06497157,20.298033,-14.399257,1.4664755,-21.979221,-4.2438006,13.805695,6.0606503,-15.668697,27.222763,46.34457,0.52364904,-8.83138,-7.2566104
44,2.2192254066467285,6.216413497924805,74.46394348144531,6.1551509014389465,-0.9054400799872395,-80.45017621831944,-15.700275,-3.9762197,2.59962,38.925957,-21.73634,-3.497321,-24.87536,-17.423527,-9.073312,99.655365,-19.831299,4.3678637,4.433792,-9.736202,24.748209,-0.8177975,19.419151,-12.891055,-0.3083016,-21.579832,-4.3114424,14.34275,7.130199,-16.349321,28.894117,46.58286,0.5129931,-8.443508,-6.223214
45,2.1083598136901855,6.204992294311523,73.99215698242188,6.523441175661272,-1.3214881714986,-79.93239413085696,-16.308958,-4.435948,2.3961756,40.914253,-22.654934,-3.745906,-24.055445,-16.650362,-9.305503,103.23669,-20.254728,4.852523,5.2918572,-9.950794,25.443825,-1.58819,18.475988,-11.42784,-2.0106182,-21.172235,-4.349963,14.889263,8.208164,-17.00071,30.635305,46.77194,0.50582695,-8.14198,-5.056735
46,1.9778695106506348,6.177179336547852,73.5072021484375,6.925654604929865,-1.7150398819705832,-79.39009736882615,-16.885447,-4.9325175,2.1927192,42.79747,-23.571695,-4.0380116,-23.062567,-15.630908,-9.629101,106.61432,-20.67447,5.6325965,6.120753,-10.215087,26.073687,-2.3874536,17.470137,-9.98401,-3.64126,-20.775553,-4.3653874,15.433268,9.271097,-17.616505,32.47419,46.961334,0.45308864,-7.87982,-3.7320323
47,1.833825707435608,6.15274715423584,73.02223205566406,7.303066721123725,-2.05993163144199,-78.84100933080362,-17.458307,-5.4024124,1.9788933,44.5724,-24.456455,-4.352517,-21.963346,-14.454121,-10.07506,109.74115,-21.084167,6.5925426,6.869499,-10.464032,26.603458,-3.2012541,16.440779,-8.586473,-5.081065,-20.34382,-4.4053726,16.023798,10.2808695,-18.189802,34.318672,47.1658,0.40982965,-7.586116,-2.4006853
48,1.6900066137313843,6.109987258911133,72.55280303955078,7.602118470975012,-2.3291911935119844,-78.30090691958925,-18.051605,-5.787405,1.7440081,46.226536,-25.274364,-4.668288,-20.829777,-13.234811,-10.651238,112.57041,-21.46299,7.604542,7.493992,-10.64204,27.003963,-4.0066566,15.448447,-7.2748895,-6.2291183,-19.841694,-4.516539,16.71458,11.2172985,-18.71133,36.066486,47.38204,0.42859265,-7.1879754,-1.2130432
